Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
8,115 7Th/Colorado,88,SR23000891,Bus stop 115 7Th/Colorado exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,07/14/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000892,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2023,Open,10/26/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000893,Transit stop 115 7Th/Colorado needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,09/28/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000894,No shelter at 115 7Th/Colorado transit stop,Missing Shelter,CapMetro,2025,Open,12/16/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000895,No benches at 115 7Th/Colorado bus stop,Missing Benches,CapMetro,2023,Open,08/26/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000896,Riders getting wet at 115 7Th/Colorado during rain,Weather Exposure,CapMetro,2025,Open,07/10/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000897,Riders have nowhere to sit at 115 7Th/Colorado,Other,TBD,2025,Closed,07/08/2025 12:00:00 AM
8,115 7Th/Colorado,88,SR23000898,Request shelter installation at 115 7Th/Colorado,Missing Shelter,CapMetro,2023,Closed,05/11/2023 12:00:00 AM
8,115 7Th/Colorado,88,SR23000899,Request bench installation at 115 7Th/Colorado,Missing Benches,CapMetro,2023,Open,07/30/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000900,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,12/23/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000901,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2026,Open,03/29/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000902,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,01/21/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000903,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,01/19/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000904,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Open,03/31/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000905,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,12/24/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000906,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2024,Closed,11/09/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000907,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2023,Open,04/13/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000908,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2025,Closed,07/15/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000909,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2025,Open,12/24/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000910,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2026,Closed,01/23/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000911,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2024,Closed,12/24/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000912,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2024,Open,12/09/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000913,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,06/03/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000914,Riders getting wet at 501 Pleasant Valley/5th during rain,Weather Exposure,CapMetro,2023,Closed,07/12/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000915,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,08/09/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000916,Transit stop 501 Pleasant Valley/5th needs better lighting,Safety (Lighting),City of Austin,2025,Open,05/03/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000917,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,08/25/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000918,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,09/26/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000919,Feeling unsafe waiting at 501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,2023,Closed,02/04/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000920,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2025,Open,02/25/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000921,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,04/11/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000922,Riders getting wet at 501 Pleasant Valley/5th during rain,Weather Exposure,CapMetro,2025,Open,04/04/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000923,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2023,Open,01/03/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000924,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,09/04/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000925,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,10/27/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000926,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,10/06/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000927,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,12/28/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000928,Riders getting wet at 501 Pleasant Valley/5th during rain,Weather Exposure,CapMetro,2023,Open,04/27/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000929,Feeling unsafe waiting at 501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,2024,Open,05/25/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000930,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,03/06/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000931,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,03/07/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000932,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,03/20/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000933,No weather protection at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,12/29/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000934,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2023,Open,11/03/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000935,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,03/31/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000936,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,12/12/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000937,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2026,Open,03/07/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000938,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,11/01/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000939,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,04/11/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000940,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2025,Open,04/29/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000941,Riders have nowhere to sit at 501 Pleasant Valley/5th,Other,TBD,2025,Open,07/24/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000942,Transit stop 501 Pleasant Valley/5th needs better lighting,Safety (Lighting),City of Austin,2024,Closed,01/11/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000943,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,02/26/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000944,No weather protection at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2025,Open,05/20/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000945,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2023,Open,12/16/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000946,No weather protection at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2024,Closed,01/13/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000947,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,02/07/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000948,Safety concerns at 501 Pleasant Valley/5th bus stop after dark,Safety (Lighting),City of Austin,2023,Open,09/11/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000949,No weather protection at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,09/23/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000950,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2023,Closed,03/16/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000951,No weather protection at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,02/19/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000952,Transit stop 501 Pleasant Valley/5th needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,07/28/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000953,Missing seating at 501 Pleasant Valley/5th transit stop,Missing Benches,CapMetro,2023,Closed,02/12/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000954,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2025,Open,10/17/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000955,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2025,Open,09/11/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000956,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,11/04/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000957,Riders getting wet at 501 Pleasant Valley/5th during rain,Weather Exposure,CapMetro,2025,Open,09/08/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000958,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2024,Open,03/22/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000959,No benches at 501 Pleasant Valley/5th bus stop,Missing Benches,CapMetro,2024,Open,07/16/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000960,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2025,Open,10/03/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000961,No benches at 501 Pleasant Valley/5th bus stop,Missing Benches,CapMetro,2025,Open,05/20/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000962,Riders have nowhere to sit at 501 Pleasant Valley/5th,Other,TBD,2023,Open,07/04/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000963,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2026,Open,02/16/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000964,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2024,Open,05/21/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000965,Request bench installation at 501 Pleasant Valley/5th,Missing Benches,CapMetro,2024,Open,04/11/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000966,Riders getting wet at 501 Pleasant Valley/5th during rain,Weather Exposure,CapMetro,2023,Open,01/19/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000967,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,03/07/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000968,No shelter at 501 Pleasant Valley/5th transit stop,Missing Shelter,CapMetro,2023,Open,09/03/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000969,Riders have nowhere to sit at 501 Pleasant Valley/5th,Other,TBD,2024,Open,09/26/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000970,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,05/20/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000971,Transit stop 501 Pleasant Valley/5th needs weather shelter,Missing Shelter,CapMetro,2025,Open,05/19/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000972,No benches at 501 Pleasant Valley/5th bus stop,Missing Benches,CapMetro,2025,Open,08/22/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000973,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2025,Open,05/18/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000974,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,02/09/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000975,No benches at 501 Pleasant Valley/5th bus stop,Missing Benches,CapMetro,2026,Open,02/26/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000976,Transit stop 501 Pleasant Valley/5th needs weather shelter,Missing Shelter,CapMetro,2024,Closed,05/06/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000977,Bus stop at 501 Pleasant Valley/5th missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Open,03/16/2026 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000978,Bus stop 501 Pleasant Valley/5th exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,04/02/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000979,No benches at 501 Pleasant Valley/5th bus stop,Missing Benches,CapMetro,2023,Closed,04/07/2023 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000980,Feeling unsafe waiting at 501 Pleasant Valley/5th,Safety Concerns,City of Austin / CapMetro,2025,Open,05/30/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000981,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2025,Open,02/05/2025 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000982,Safety concerns at 501 Pleasant Valley/5th bus stop after dark,Safety (Lighting),City of Austin,2024,Open,03/18/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000983,Request shelter installation at 501 Pleasant Valley/5th,Missing Shelter,CapMetro,2024,Open,12/24/2024 12:00:00 AM
9,501 Pleasant Valley/5th,85,SR23000984,Transit stop 501 Pleasant Valley/5th needs weather shelter,Missing Shelter,CapMetro,2023,Open,10/11/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000985,Request safety improvements at Republic Square Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2023,Open,02/21/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000986,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,01/02/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23000987,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,06/16/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23000988,Request bench installation at Republic Square Station (NB),Missing Benches,CapMetro,2024,Open,01/15/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23000989,Request bench installation at Republic Square Station (NB),Missing Benches,CapMetro,2023,Closed,09/07/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000990,No weather protection at Republic Square Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,11/19/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000991,Transit stop Republic Square Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,10/10/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23000992,Riders getting wet at Republic Square Station (NB) during rain,Weather Exposure,CapMetro,2026,Open,02/26/2026 12:00:00 AM
10,Republic Square Station (NB),82,SR23000993,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,06/28/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23000994,No shelter at Republic Square Station (NB) transit stop,Missing Shelter,CapMetro,2025,Open,12/26/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23000995,Transit stop Republic Square Station (NB) needs better lighting,Safety (Lighting),City of Austin,2023,Open,05/23/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000996,Transit stop Republic Square Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,04/21/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23000997,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,04/09/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000998,No benches at Republic Square Station (NB) bus stop,Missing Benches,CapMetro,2023,Closed,11/05/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23000999,Request shelter installation at Republic Square Station (NB),Missing Shelter,CapMetro,2024,Open,04/09/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001000,No shelter at Republic Square Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,08/09/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23001001,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,04/03/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001002,Missing seating at Republic Square Station (NB) transit stop,Missing Benches,CapMetro,2025,Closed,04/05/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23001003,Request shelter installation at Republic Square Station (NB),Missing Shelter,CapMetro,2026,Open,02/05/2026 12:00:00 AM
10,Republic Square Station (NB),82,SR23001004,Riders have nowhere to sit at Republic Square Station (NB),Other,TBD,2024,Open,08/16/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001005,No benches at Republic Square Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,10/30/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23001006,Request safety improvements at Republic Square Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2025,Closed,11/12/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23001007,Request bench installation at Republic Square Station (NB),Missing Benches,CapMetro,2023,Closed,03/16/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23001008,Request safety improvements at Republic Square Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2023,Closed,04/07/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23001009,Riders getting wet at Republic Square Station (NB) during rain,Weather Exposure,CapMetro,2023,Open,08/18/2023 12:00:00 AM
10,Republic Square Station (NB),82,SR23001010,Transit stop Republic Square Station (NB) needs better lighting,Safety (Lighting),City of Austin,2024,Closed,10/31/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001011,Transit stop Republic Square Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,03/26/2026 12:00:00 AM
10,Republic Square Station (NB),82,SR23001012,Riders getting wet at Republic Square Station (NB) during rain,Weather Exposure,CapMetro,2024,Open,05/08/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001013,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,10/20/2025 12:00:00 AM
10,Republic Square Station (NB),82,SR23001014,Request shelter installation at Republic Square Station (NB),Missing Shelter,CapMetro,2024,Open,07/25/2024 12:00:00 AM
10,Republic Square Station (NB),82,SR23001015,No weather protection at Republic Square Station (NB) transit stop,Missing Shelter,CapMetro,2025,Open,07/24/2025 12:00:00 AM
